case_id,resource,role,activity,FixedCost,ResourceCost,start_time,end_time,enabled_time
20,Clerk-000006,Clerk,Check application form completeness,0,0.24,2023-02-10T10:00:00.000,2023-02-10T10:14:41.023,2023-02-10T10:00:00.000
17,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-10T09:59:50.141,2023-02-10T10:19:50.141,2023-02-10T09:59:50.141
17,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-10T10:19:50.141,2023-02-10T10:19:52.730,2023-02-10T10:19:50.141
20,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-10T10:14:41.023,2023-02-10T10:34:05.483,2023-02-10T10:14:41.023
17,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-10T10:19:52.730,2023-02-10T10:39:52.730,2023-02-10T10:19:52.730
19,Clerk-000005,Clerk,Check application form completeness,0,1.19,2023-02-10T09:30:00.000,2023-02-10T10:41:38.999,2023-02-10T09:30:00.000
21,Clerk-000002,Clerk,Check application form completeness,0,0.62,2023-02-10T10:30:00.000,2023-02-10T11:07:02.431,2023-02-10T10:30:00.000
14,Clerk-000007,Clerk,Reject application,0,0.17,2023-02-10T11:02:36.200,2023-02-10T11:12:36.200,2023-02-10T11:02:36.200
20,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-10T10:57:42.224,2023-02-10T11:17:42.224,2023-02-10T10:57:42.224
22,Clerk-000004,Clerk,Check application form completeness,0,0.3,2023-02-10T11:00:00.000,2023-02-10T11:17:44.091,2023-02-10T11:00:00.000
20,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-02-10T11:17:42.224,2023-02-10T11:23:03.275,2023-02-10T11:17:42.224
19,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-10T10:41:38.999,2023-02-10T11:39:47.174,2023-02-10T10:41:38.999
20,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-10T11:23:03.275,2023-02-10T11:43:03.275,2023-02-10T11:23:03.275
23,Clerk-000005,Clerk,Check application form completeness,0,0.23,2023-02-10T11:30:00.000,2023-02-10T11:43:55.431,2023-02-10T11:30:00.000
17,Clerk-000001,Clerk,Cancel application,0,0.08,2023-02-10T11:39:52.730,2023-02-10T11:44:52.730,2023-02-10T11:39:52.730
18,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-10T09:08:22.594,2023-02-10T11:54:01.145,2023-02-10T09:08:22.594
22,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-10T11:54:01.145,2023-02-10T11:58:37.708,2023-02-10T11:17:44.091
19,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-10T11:39:47.174,2023-02-10T11:59:47.174,2023-02-10T11:39:47.174
18,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-10T11:54:01.145,2023-02-10T12:14:01.145,2023-02-10T11:54:01.145
19,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-02-10T11:59:47.174,2023-02-10T12:15:03.484,2023-02-10T11:59:47.174
22,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-10T11:58:37.708,2023-02-10T12:18:37.708,2023-02-10T11:58:37.708
21,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-10T11:39:47.174,2023-02-10T12:20:59.608,2023-02-10T11:07:02.431
25,Clerk-000004,Clerk,Check application form completeness,0,0.0,2023-02-10T12:30:00.000,2023-02-10T12:30:11.985,2023-02-10T12:30:00.000
19,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-10T12:15:03.484,2023-02-10T12:35:03.484,2023-02-10T12:15:03.484
24,Clerk-000007,Clerk,Check application form completeness,0,0.6,2023-02-10T12:00:00.000,2023-02-10T12:36:04.235,2023-02-10T12:00:00.000
21,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-10T12:20:59.608,2023-02-10T12:40:59.608,2023-02-10T12:20:59.608
20,Clerk-000005,Clerk,Approve application,0,0.08,2023-02-10T12:43:03.275,2023-02-10T12:48:03.275,2023-02-10T12:43:03.275
23,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-10T11:58:37.708,2023-02-10T13:04:44.529,2023-02-10T11:43:55.431
26,Clerk-000001,Clerk,Check application form completeness,0,0.15,2023-02-10T13:00:00.000,2023-02-10T13:08:47.121,2023-02-10T13:00:00.000
25,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-10T12:30:11.985,2023-02-10T13:13:52.736,2023-02-10T12:30:11.985
18,Clerk-000002,Clerk,Reject application,0,0.17,2023-02-10T13:14:01.145,2023-02-10T13:24:01.145,2023-02-10T13:14:01.145
23,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-10T13:04:44.529,2023-02-10T13:24:44.529,2023-02-10T13:04:44.529
22,Clerk-000004,Clerk,Reject application,0,0.17,2023-02-10T13:18:37.708,2023-02-10T13:28:37.708,2023-02-10T13:18:37.708
19,Clerk-000005,Clerk,Approve application,0,0.08,2023-02-10T13:35:03.484,2023-02-10T13:40:03.484,2023-02-10T13:35:03.484
27,Clerk-000007,Clerk,Check application form completeness,0,0.19,2023-02-10T13:30:00.000,2023-02-10T13:41:30.500,2023-02-10T13:30:00.000
25,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-02-10T13:26:32.110,2023-02-10T13:46:32.110,2023-02-10T13:26:32.110
21,Clerk-000003,Clerk,Reject application,0,0.17,2023-02-10T13:40:59.608,2023-02-10T13:50:59.608,2023-02-10T13:40:59.608
28,Clerk-000001,Clerk,Check application form completeness,0,0.03,2023-02-10T14:00:00.000,2023-02-10T14:01:33.296,2023-02-10T14:00:00.000
26,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-10T13:13:52.736,2023-02-10T14:01:58.305,2023-02-10T13:08:47.121
26,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-10T14:01:58.305,2023-02-10T14:21:58.305,2023-02-10T14:01:58.305
26,Loan Officer-000003,Loan Officer,Design loan offer,0,0.0,2023-02-10T14:21:58.305,2023-02-10T14:25:26.047,2023-02-10T14:21:58.305
23,Clerk-000002,Clerk,Reject application,0,0.17,2023-02-10T14:24:44.529,2023-02-10T14:34:44.529,2023-02-10T14:24:44.529
29,Clerk-000004,Clerk,Check application form completeness,0,0.16,2023-02-10T14:30:00.000,2023-02-10T14:39:40.000,2023-02-10T14:30:00.000
24,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-10T13:04:44.529,2023-02-10T14:43:09.573,2023-02-10T12:36:04.235
26,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-10T14:25:26.047,2023-02-10T14:45:26.047,2023-02-10T14:25:26.047
25,Clerk-000007,Clerk,Reject application,0,0.17,2023-02-10T14:46:32.110,2023-02-10T14:56:32.110,2023-02-10T14:46:32.110
24,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-10T14:43:09.573,2023-02-13T07:03:09.573,2023-02-10T14:43:09.573
24,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-02-13T07:03:09.573,2023-02-13T07:04:53.237,2023-02-13T07:03:09.573
26,Clerk-000001,Clerk,Cancel application,0,0.08,2023-02-13T07:00:00.000,2023-02-13T07:05:00.000,2023-02-10T15:45:26.047
27,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-10T14:01:58.305,2023-02-13T07:11:27.273,2023-02-10T13:41:30.500
30,Clerk-000003,Clerk,Check application form completeness,0,0.36,2023-02-13T07:00:00.000,2023-02-13T07:21:42.457,2023-02-10T15:00:00.000
24,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-13T07:04:53.237,2023-02-13T07:24:53.237,2023-02-13T07:04:53.237
27,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-13T07:11:27.273,2023-02-13T07:31:27.273,2023-02-13T07:11:27.273
28,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-10T14:43:09.573,2023-02-13T07:38:30.973,2023-02-10T14:01:33.296
29,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-13T07:11:27.273,2023-02-13T07:54:18.610,2023-02-10T14:39:40.000
28,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-13T07:38:30.973,2023-02-13T07:58:30.973,2023-02-13T07:38:30.973
30,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-02-13T07:38:30.973,2023-02-13T08:01:24.809,2023-02-13T07:21:42.457
28,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-02-13T07:58:30.973,2023-02-13T08:13:24.373,2023-02-13T07:58:30.973
29,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-02-13T07:54:18.610,2023-02-13T08:14:18.610,2023-02-13T07:54:18.610
29,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-02-13T08:14:18.610,2023-02-13T08:22:13.689,2023-02-13T08:14:18.610
31,Clerk-000002,Clerk,Check application form completeness,0,0.97,2023-02-13T07:30:00.000,2023-02-13T08:28:14.156,2023-02-13T07:30:00.000
24,Clerk-000005,Clerk,Cancel application,0,0.08,2023-02-13T08:24:53.237,2023-02-13T08:29:53.237,2023-02-13T08:24:53.237
28,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-13T08:13:24.373,2023-02-13T08:33:24.373,2023-02-13T08:13:24.373
32,Clerk-000004,Clerk,Check application form completeness,0,0.59,2023-02-13T08:00:00.000,2023-02-13T08:35:11.810,2023-02-13T08:00:00.000
30,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-13T08:15:27.491,2023-02-13T08:35:27.491,2023-02-13T08:15:27.491
33,Clerk-000007,Clerk,Check application form completeness,0,0.11,2023-02-13T08:30:00.000,2023-02-13T08:36:45.675,2023-02-13T08:30:00.000
27,Clerk-000001,Clerk,Reject application,0,0.17,2023-02-13T08:31:27.273,2023-02-13T08:41:27.273,2023-02-13T08:31:27.273
31,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-13T08:28:14.156,2023-02-13T08:42:04.287,2023-02-13T08:28:14.156
29,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-13T08:22:13.689,2023-02-13T08:42:13.689,2023-02-13T08:22:13.689
33,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-13T08:42:04.287,2023-02-13T09:05:58.498,2023-02-13T08:36:45.675
31,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-02-13T08:54:32.822,2023-02-13T09:14:32.822,2023-02-13T08:54:32.822
31,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-13T09:14:32.822,2023-02-13T09:18:27.475,2023-02-13T09:14:32.822
34,Clerk-000002,Clerk,Check application form completeness,0,0.43,2023-02-13T09:00:00.000,2023-02-13T09:25:39.310,2023-02-13T09:00:00.000
35,Clerk-000004,Clerk,Check application form completeness,0,0.0,2023-02-13T09:30:00.000,2023-02-13T09:30:16.761,2023-02-13T09:30:00.000
28,Clerk-000003,Clerk,Approve application,0,0.08,2023-02-13T09:33:24.373,2023-02-13T09:38:24.373,2023-02-13T09:33:24.373
31,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-13T09:18:27.475,2023-02-13T09:38:27.475,2023-02-13T09:18:27.475
30,Clerk-000001,Clerk,Reject application,0,0.17,2023-02-13T09:35:27.491,2023-02-13T09:45:27.491,2023-02-13T09:35:27.491
29,Clerk-000006,Clerk,Cancel application,0,0.08,2023-02-13T09:42:13.689,2023-02-13T09:47:13.689,2023-02-13T09:42:13.689
36,Clerk-000002,Clerk,Check application form completeness,0,0.02,2023-02-13T10:00:00.000,2023-02-13T10:01:12.654,2023-02-13T10:00:00.000
34,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-13T09:25:39.310,2023-02-13T10:07:13.761,2023-02-13T09:25:39.310
33,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-13T09:55:51.421,2023-02-13T10:15:51.421,2023-02-13T09:55:51.421
33,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-02-13T10:15:51.421,2023-02-13T10:26:26.781,2023-02-13T10:15:51.421
34,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-02-13T10:07:13.761,2023-02-13T10:27:13.761,2023-02-13T10:07:13.761
37,Clerk-000004,Clerk,Check application form completeness,0,0.05,2023-02-13T10:30:00.000,2023-02-13T10:33:08.507,2023-02-13T10:30:00.000
34,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-02-13T10:27:13.761,2023-02-13T10:40:11.934,2023-02-13T10:27:13.761
31,Clerk-000003,Clerk,Approve application,0,0.08,2023-02-13T10:38:27.475,2023-02-13T10:43:27.475,2023-02-13T10:38:27.475
33,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-02-13T10:26:26.781,2023-02-13T10:46:26.781,2023-02-13T10:26:26.781
34,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-02-13T10:40:11.934,2023-02-13T11:00:11.934,2023-02-13T10:40:11.934
35,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-02-13T10:07:13.761,2023-02-13T11:07:33.271,2023-02-13T09:30:16.761
38,Clerk-000001,Clerk,Check application form completeness,0,0.16,2023-02-13T11:00:00.000,2023-02-13T11:09:46.788,2023-02-13T11:00:00.000
35,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-02-13T11:07:33.271,2023-02-13T11:27:33.271,2023-02-13T11:07:33.271
39,Clerk-000008,Clerk,Check application form completeness,0,0.09,2023-02-13T11:30:00.000,2023-02-13T11:35:32.290,2023-02-13T11:30:00.000
