case_id,activity,resource,start_time,end_time
Case-19,Approve Request,Manager_Jones,2025-06-16 20:12:41,2025-06-16 20:32:41
Case-19,Close Request,Manager_Jones,2025-06-16 20:40:41,2025-06-16 20:55:41
Case-20,Submit Request,Manager_Jones,2025-06-05 20:01:41,2025-06-05 20:28:41
Case-20,Deny Request,Agent_Smith,2025-06-05 20:36:41,2025-06-05 20:49:41
Case-20,Close Request,Agent_Smith,2025-06-05 20:59:41,2025-06-05 21:28:41
Case-21,Submit Request,Manager_Jones,2025-06-09 20:03:41,2025-06-09 20:33:41
Case-21,Deny Request,System_Bot,2025-06-09 20:40:41,2025-06-09 21:05:41
Case-21,Close Request,System_Bot,2025-06-09 21:11:41,2025-06-09 21:27:41
Case-22,Submit Request,Manager_Jones,2025-06-21 19:58:41,2025-06-21 20:15:41
Case-22,Deny Request,System_Bot,2025-06-21 20:20:41,2025-06-21 20:31:41
Case-22,Close Request,Manager_Jones,2025-06-21 20:32:41,2025-06-21 20:49:41
Case-23,Submit Request,Agent_Smith,2025-05-29 20:00:41,2025-05-29 20:25:41
Case-23,Deny Request,Manager_Jones,2025-05-29 20:32:41,2025-05-29 20:51:41
Case-23,Close Request,Agent_Smith,2025-05-29 20:53:41,2025-05-29 21:08:41
Case-24,Submit Request,System_Bot,2025-05-26 20:04:41,2025-05-26 20:19:41
Case-24,Deny Request,System_Bot,2025-05-26 20:20:41,2025-05-26 20:46:41
Case-24,Close Request,Agent_Smith,2025-05-26 20:48:41,2025-05-26 21:11:41
Case-25,Submit Request,Agent_Smith,2025-06-14 20:06:41,2025-06-14 20:15:41
Case-25,Approve Request,Manager_Jones,2025-06-14 20:21:41,2025-06-14 20:27:41
Case-25,Close Request,System_Bot,2025-06-14 20:31:41,2025-06-14 20:36:41
Case-26,Submit Request,Manager_Jones,2025-06-08 20:03:41,2025-06-08 20:31:41
Case-26,Approve Request,Manager_Jones,2025-06-08 20:38:41,2025-06-08 20:46:41
Case-26,Close Request,Manager_Jones,2025-06-08 20:50:41,2025-06-08 21:04:41
Case-27,Submit Request,Manager_Jones,2025-06-09 19:59:41,2025-06-09 20:18:41
Case-27,Deny Request,Manager_Jones,2025-06-09 20:20:41,2025-06-09 20:48:41
Case-27,Close Request,System_Bot,2025-06-09 20:51:41,2025-06-09 21:04:41
Case-28,Submit Request,System_Bot,2025-06-11 19:58:41,2025-06-11 20:09:41
Case-28,Approve Request,System_Bot,2025-06-11 20:12:41,2025-06-11 20:17:41
Case-28,Close Request,Agent_Smith,2025-06-11 20:20:41,2025-06-11 20:42:41
Case-29,Submit Request,System_Bot,2025-05-27 20:03:41,2025-05-27 20:29:41
Case-29,Deny Request,System_Bot,2025-05-27 20:35:41,2025-05-27 20:57:41
Case-29,Close Request,Manager_Jones,2025-05-27 21:01:41,2025-05-27 21:16:41
Case-30,Submit Request,System_Bot,2025-06-18 19:57:41,2025-06-18 20:18:41
Case-30,Deny Request,System_Bot,2025-06-18 20:24:41,2025-06-18 20:34:41
Case-30,Close Request,Agent_Smith,2025-06-18 20:41:41,2025-06-18 21:11:41
Case-31,Submit Request,Manager_Jones,2025-05-26 20:00:41,2025-05-26 20:15:41
Case-31,Approve Request,System_Bot,2025-05-26 20:16:41,2025-05-26 20:41:41
Case-31,Close Request,Agent_Smith,2025-05-26 20:47:41,2025-05-26 21:12:41
Case-32,Submit Request,Manager_Jones,2025-06-06 19:59:41,2025-06-06 20:04:41
Case-32,Deny Request,System_Bot,2025-06-06 20:06:41,2025-06-06 20:21:41
Case-32,Close Request,Agent_Smith,2025-06-06 20:27:41,2025-06-06 20:39:41
Case-33,Submit Request,Agent_Smith,2025-06-12 20:05:41,2025-06-12 20:17:41
Case-33,Approve Request,Manager_Jones,2025-06-12 20:19:41,2025-06-12 20:49:41
Case-33,Close Request,Agent_Smith,2025-06-12 20:51:41,2025-06-12 21:13:41
Case-34,Submit Request,System_Bot,2025-06-15 19:59:41,2025-06-15 20:14:41
Case-34,Deny Request,System_Bot,2025-06-15 20:16:41,2025-06-15 20:37:41
Case-34,Close Request,Manager_Jones,2025-06-15 20:42:41,2025-06-15 21:02:41
Case-35,Submit Request,System_Bot,2025-06-02 19:59:41,2025-06-02 20:14:41
Case-35,Deny Request,Agent_Smith,2025-06-02 20:20:41,2025-06-02 20:26:41
Case-35,Close Request,Manager_Jones,2025-06-02 20:34:41,2025-06-02 21:03:41
Case-36,Submit Request,Agent_Smith,2025-06-21 19:58:41,2025-06-21 20:10:41
Case-36,Approve Request,Manager_Jones,2025-06-21 20:16:41,2025-06-21 20:34:41
Case-36,Close Request,System_Bot,2025-06-21 20:37:41,2025-06-21 20:44:41
Case-37,Submit Request,System_Bot,2025-06-07 20:02:41,2025-06-07 20:31:41
Case-37,Approve Request,Manager_Jones,2025-06-07 20:41:41,2025-06-07 20:53:41
Case-37,Close Request,Manager_Jones,2025-06-07 20:56:41,2025-06-07 21:23:41
Case-38,Submit Request,Manager_Jones,2025-06-20 20:04:41,2025-06-20 20:18:41
Case-38,Deny Request,Agent_Smith,2025-06-20 20:27:41,2025-06-20 20:57:41
Case-38,Close Request,Agent_Smith,2025-06-20 21:05:41,2025-06-20 21:21:41
Case-39,Submit Request,System_Bot,2025-06-14 20:03:41,2025-06-14 20:10:41
Case-39,Approve Request,Agent_Smith,2025-06-14 20:16:41,2025-06-14 20:23:41
Case-39,Close Request,System_Bot,2025-06-14 20:27:41,2025-06-14 20:47:41
Case-40,Submit Request,Manager_Jones,2025-06-06 20:00:41,2025-06-06 20:20:41
Case-40,Approve Request,System_Bot,2025-06-06 20:27:41,2025-06-06 20:40:41
Case-40,Close Request,Manager_Jones,2025-06-06 20:50:41,2025-06-06 20:59:41
Case-41,Submit Request,Manager_Jones,2025-06-06 20:05:41,2025-06-06 20:23:41
Case-41,Approve Request,Agent_Smith,2025-06-06 20:25:41,2025-06-06 20:31:41
Case-41,Close Request,Manager_Jones,2025-06-06 20:41:41,2025-06-06 20:59:41
Case-42,Submit Request,System_Bot,2025-05-25 20:06:41,2025-05-25 20:14:41
Case-42,Deny Request,Manager_Jones,2025-05-25 20:24:41,2025-05-25 20:38:41
Case-42,Close Request,System_Bot,2025-05-25 20:46:41,2025-05-25 20:53:41
Case-43,Submit Request,Agent_Smith,2025-06-10 20:04:41,2025-06-10 20:21:41
Case-43,Approve Request,Agent_Smith,2025-06-10 20:23:41,2025-06-10 20:46:41
Case-43,Close Request,Agent_Smith,2025-06-10 20:55:41,2025-06-10 21:25:41
Case-44,Submit Request,Agent_Smith,2025-06-12 20:03:41,2025-06-12 20:26:41
Case-44,Approve Request,System_Bot,2025-06-12 20:34:41,2025-06-12 20:39:41
Case-44,Close Request,Agent_Smith,2025-06-12 20:44:41,2025-06-12 20:55:41
Case-45,Submit Request,System_Bot,2025-06-08 19:57:41,2025-06-08 20:05:41
Case-45,Deny Request,Manager_Jones,2025-06-08 20:14:41,2025-06-08 20:29:41
Case-45,Close Request,Agent_Smith,2025-06-08 20:37:41,2025-06-08 20:43:41
Case-46,Submit Request,System_Bot,2025-06-17 19:58:41,2025-06-17 20:11:41
Case-46,Deny Request,System_Bot,2025-06-17 20:14:41,2025-06-17 20:38:41
Case-46,Close Request,Agent_Smith,2025-06-17 20:48:41,2025-06-17 20:59:41
Case-47,Submit Request,Manager_Jones,2025-06-20 19:58:41,2025-06-20 20:15:41
Case-47,Deny Request,Manager_Jones,2025-06-20 20:17:41,2025-06-20 20:33:41
Case-47,Close Request,Agent_Smith,2025-06-20 20:37:41,2025-06-20 20:55:41
Case-48,Submit Request,Agent_Smith,2025-06-06 20:06:41,2025-06-06 20:23:41
Case-48,Deny Request,Agent_Smith,2025-06-06 20:32:41,2025-06-06 21:01:41
Case-48,Close Request,Agent_Smith,2025-06-06 21:05:41,2025-06-06 21:32:41
Case-49,Submit Request,Manager_Jones,2025-06-18 19:57:41,2025-06-18 20:21:41
Case-49,Deny Request,System_Bot,2025-06-18 20:30:41,2025-06-18 20:38:41
Case-49,Close Request,Manager_Jones,2025-06-18 20:41:41,2025-06-18 20:55:41
Case-50,Submit Request,System_Bot,2025-06-07 20:06:41,2025-06-07 20:13:41
Case-50,Approve Request,System_Bot,2025-06-07 20:15:41,2025-06-07 20:35:41
Case-50,Close Request,System_Bot,2025-06-07 20:45:41,2025-06-07 20:54:41
Case-51,Submit Request,System_Bot,2025-06-05 19:57:41,2025-06-05 20:27:41
Case-51,Deny Request,System_Bot,2025-06-05 20:35:41,2025-06-05 21:01:41
Case-51,Close Request,Agent_Smith,2025-06-05 21:09:41,2025-06-05 21:26:41
Case-52,Submit Request,System_Bot,2025-06-21 20:05:41,2025-06-21 20:12:41
Case-52,Approve Request,Agent_Smith,2025-06-21 20:22:41,2025-06-21 20:28:41
Case-52,Close Request,Manager_Jones,2025-06-21 20:35:41,2025-06-21 21:05:41
Case-53,Submit Request,Manager_Jones,2025-06-11 20:01:41,2025-06-11 20:25:41
Case-53,Deny Request,Agent_Smith,2025-06-11 20:32:41,2025-06-11 21:00:41
Case-53,Close Request,Manager_Jones,2025-06-11 21:07:41,2025-06-11 21:21:41
Case-54,Submit Request,Manager_Jones,2025-05-25 20:01:41,2025-05-25 20:26:41
Case-54,Approve Request,Manager_Jones,2025-05-25 20:28:41,2025-05-25 20:58:41
Case-54,Close Request,System_Bot,2025-05-25 21:04:41,2025-05-25 21:31:41
Case-55,Submit Request,System_Bot,2025-06-12 20:04:41,2025-06-12 20:27:41
Case-55,Approve Request,System_Bot,2025-06-12 20:28:41,2025-06-12 20:34:41
Case-55,Close Request,Agent_Smith,2025-06-12 20:39:41,2025-06-12 20:45:41
Case-56,Submit Request,Agent_Smith,2025-06-20 20:04:41,2025-06-20 20:12:41
Case-56,Deny Request,Agent_Smith,2025-06-20 20:18:41,2025-06-20 20:33:41
Case-56,Close Request,System_Bot,2025-06-20 20:40:41,2025-06-20 20:56:41
Case-57,Submit Request,Manager_Jones,2025-06-11 20:01:41,2025-06-11 20:26:41
Case-57,Deny Request,System_Bot,2025-06-11 20:35:41,2025-06-11 20:47:41
Case-57,Close Request,Agent_Smith,2025-06-11 20:52:41,2025-06-11 21:01:41
Case-58,Submit Request,Manager_Jones,2025-06-09 19:58:41,2025-06-09 20:18:41
Case-58,Deny Request,System_Bot,2025-06-09 20:28:41,2025-06-09 20:44:41
Case-58,Close Request,System_Bot,2025-06-09 20:51:41,2025-06-09 21:08:41
Case-59,Submit Request,Manager_Jones,2025-06-22 20:03:41,2025-06-22 20:08:41
Case-59,Approve Request,System_Bot,2025-06-22 20:13:41,2025-06-22 20:34:41
Case-59,Close Request,System_Bot,2025-06-22 20:41:41,2025-06-22 20:57:41
Case-60,Submit Request,System_Bot,2025-05-26 20:01:41,2025-05-26 20:29:41
Case-60,Approve Request,Manager_Jones,2025-05-26 20:34:41,2025-05-26 20:49:41
Case-60,Close Request,Manager_Jones,2025-05-26 20:50:41,2025-05-26 21:17:41
Case-61,Submit Request,Manager_Jones,2025-05-24 19:57:41,2025-05-24 20:18:41
Case-61,Deny Request,Manager_Jones,2025-05-24 20:28:41,2025-05-24 20:48:41
Case-61,Close Request,System_Bot,2025-05-24 20:51:41,2025-05-24 21:09:41
Case-62,Submit Request,System_Bot,2025-06-03 20:06:41,2025-06-03 20:30:41
Case-62,Approve Request,Agent_Smith,2025-06-03 20:37:41,2025-06-03 20:59:41
Case-62,Close Request,Manager_Jones,2025-06-03 21:06:41,2025-06-03 21:20:41
Case-63,Submit Request,Manager_Jones,2025-05-25 20:06:41,2025-05-25 20:33:41
Case-63,Approve Request,Manager_Jones,2025-05-25 20:39:41,2025-05-25 20:50:41
Case-63,Close Request,Agent_Smith,2025-05-25 20:59:41,2025-05-25 21:25:41
Case-64,Submit Request,Manager_Jones,2025-06-15 20:03:41,2025-06-15 20:11:41
Case-64,Approve Request,Manager_Jones,2025-06-15 20:21:41,2025-06-15 20:50:41
Case-64,Close Request,Agent_Smith,2025-06-15 20:56:41,2025-06-15 21:21:41
Case-65,Submit Request,Agent_Smith,2025-06-06 20:02:41,2025-06-06 20:24:41
Case-65,Approve Request,Agent_Smith,2025-06-06 20:25:41,2025-06-06 20:44:41
Case-65,Close Request,Manager_Jones,2025-06-06 20:53:41,2025-06-06 21:12:41
Case-66,Submit Request,Agent_Smith,2025-05-29 20:02:41,2025-05-29 20:20:41
Case-66,Approve Request,System_Bot,2025-05-29 20:22:41,2025-05-29 20:32:41
Case-66,Close Request,Agent_Smith,2025-05-29 20:33:41,2025-05-29 20:42:41
Case-67,Submit Request,Manager_Jones,2025-06-14 19:57:41,2025-06-14 20:16:41
Case-67,Approve Request,Agent_Smith,2025-06-14 20:18:41,2025-06-14 20:42:41
Case-67,Close Request,Agent_Smith,2025-06-14 20:49:41,2025-06-14 21:09:41
Case-68,Submit Request,System_Bot,2025-06-21 19:57:41,2025-06-21 20:17:41
Case-68,Approve Request,System_Bot,2025-06-21 20:25:41,2025-06-21 20:53:41
Case-68,Close Request,Agent_Smith,2025-06-21 20:59:41,2025-06-21 21:10:41
Case-69,Submit Request,Agent_Smith,2025-06-02 20:00:41,2025-06-02 20:30:41
Case-69,Approve Request,Manager_Jones,2025-06-02 20:39:41,2025-06-02 21:03:41
Case-69,Close Request,Manager_Jones,2025-06-02 21:12:41,2025-06-02 21:35:41
Case-70,Submit Request,System_Bot,2025-06-05 19:59:41,2025-06-05 20:27:41
Case-70,Approve Request,System_Bot,2025-06-05 20:30:41,2025-06-05 20:54:41
Case-70,Close Request,Manager_Jones,2025-06-05 20:58:41,2025-06-05 21:18:41
Case-71,Submit Request,System_Bot,2025-06-11 19:57:41,2025-06-11 20:10:41
Case-71,Deny Request,Agent_Smith,2025-06-11 20:15:41,2025-06-11 20:40:41
Case-71,Close Request,System_Bot,2025-06-11 20:42:41,2025-06-11 21:00:41
Case-72,Submit Request,Agent_Smith,2025-06-15 20:06:41,2025-06-15 20:31:41
Case-72,Approve Request,System_Bot,2025-06-15 20:35:41,2025-06-15 20:48:41
Case-72,Close Request,System_Bot,2025-06-15 20:57:41,2025-06-15 21:07:41
Case-73,Submit Request,Manager_Jones,2025-05-26 20:02:41,2025-05-26 20:14:41
Case-73,Approve Request,System_Bot,2025-05-26 20:21:41,2025-05-26 20:44:41
Case-73,Close Request,Agent_Smith,2025-05-26 20:46:41,2025-05-26 20:52:41
Case-74,Submit Request,Agent_Smith,2025-05-25 19:58:41,2025-05-25 20:21:41
Case-74,Deny Request,Manager_Jones,2025-05-25 20:30:41,2025-05-25 20:43:41
Case-74,Close Request,Manager_Jones,2025-05-25 20:53:41,2025-05-25 21:03:41
Case-75,Submit Request,System_Bot,2025-06-18 19:58:41,2025-06-18 20:03:41
Case-75,Approve Request,System_Bot,2025-06-18 20:05:41,2025-06-18 20:11:41
Case-75,Close Request,Manager_Jones,2025-06-18 20:14:41,2025-06-18 20:33:41
Case-76,Submit Request,Agent_Smith,2025-05-30 19:57:41,2025-05-30 20:11:41
Case-76,Approve Request,Agent_Smith,2025-05-30 20:19:41,2025-05-30 20:46:41
Case-76,Close Request,Agent_Smith,2025-05-30 20:55:41,2025-05-30 21:17:41
Case-77,Submit Request,System_Bot,2025-06-18 20:00:41,2025-06-18 20:26:41
Case-77,Approve Request,Manager_Jones,2025-06-18 20:28:41,2025-06-18 20:35:41
Case-77,Close Request,Manager_Jones,2025-06-18 20:40:41,2025-06-18 20:56:41
Case-78,Submit Request,Agent_Smith,2025-06-06 20:00:41,2025-06-06 20:30:41
Case-78,Deny Request,Agent_Smith,2025-06-06 20:34:41,2025-06-06 20:47:41
Case-78,Close Request,System_Bot,2025-06-06 20:48:41,2025-06-06 20:59:41
Case-79,Submit Request,System_Bot,2025-06-06 20:01:41,2025-06-06 20:31:41
Case-79,Deny Request,Agent_Smith,2025-06-06 20:33:41,2025-06-06 20:49:41
Case-79,Close Request,Manager_Jones,2025-06-06 20:54:41,2025-06-06 21:08:41
Case-80,Submit Request,Manager_Jones,2025-06-22 20:01:41,2025-06-22 20:27:41
Case-80,Deny Request,Manager_Jones,2025-06-22 20:29:41,2025-06-22 20:38:41
Case-80,Close Request,Manager_Jones,2025-06-22 20:40:41,2025-06-22 21:02:41
Case-81,Submit Request,Manager_Jones,2025-05-29 20:05:41,2025-05-29 20:28:41
Case-81,Deny Request,Agent_Smith,2025-05-29 20:35:41,2025-05-29 21:00:41
Case-81,Close Request,System_Bot,2025-05-29 21:01:41,2025-05-29 21:11:41
Case-82,Submit Request,System_Bot,2025-06-06 20:03:41,2025-06-06 20:17:41
Case-82,Deny Request,Manager_Jones,2025-06-06 20:25:41,2025-06-06 20:50:41
Case-82,Close Request,Manager_Jones,2025-06-06 20:53:41,2025-06-06 21:05:41
Case-83,Submit Request,Agent_Smith,2025-05-30 20:05:41,2025-05-30 20:22:41
Case-83,Approve Request,Manager_Jones,2025-05-30 20:24:41,2025-05-30 20:42:41
Case-83,Close Request,Manager_Jones,2025-05-30 20:49:41,2025-05-30 21:08:41
Case-84,Submit Request,System_Bot,2025-05-29 20:00:41,2025-05-29 20:15:41
Case-84,Approve Request,Agent_Smith,2025-05-29 20:21:41,2025-05-29 20:29:41
Case-84,Close Request,Manager_Jones,2025-05-29 20:30:41,2025-05-29 20:52:41
Case-85,Submit Request,Manager_Jones,2025-05-26 19:57:41,2025-05-26 20:08:41
Case-85,Approve Request,Agent_Smith,2025-05-26 20:16:41,2025-05-26 20:45:41
Case-85,Close Request,System_Bot,2025-05-26 20:52:41,2025-05-26 21:16:41
Case-86,Submit Request,Manager_Jones,2025-06-03 20:03:41,2025-06-03 20:11:41
Case-86,Deny Request,System_Bot,2025-06-03 20:16:41,2025-06-03 20:40:41
Case-86,Close Request,System_Bot,2025-06-03 20:50:41,2025-06-03 21:11:41
Case-87,Submit Request,System_Bot,2025-06-11 19:59:41,2025-06-11 20:28:41
Case-87,Approve Request,Manager_Jones,2025-06-11 20:35:41,2025-06-11 20:58:41
Case-87,Close Request,Manager_Jones,2025-06-11 21:05:41,2025-06-11 21:25:41
Case-88,Submit Request,System_Bot,2025-06-14 19:57:41,2025-06-14 20:27:41
Case-88,Approve Request,Agent_Smith,2025-06-14 20:35:41,2025-06-14 20:57:41
Case-88,Close Request,Manager_Jones,2025-06-14 21:05:41,2025-06-14 21:21:41
Case-89,Submit Request,Agent_Smith,2025-06-16 20:03:41,2025-06-16 20:16:41
Case-89,Deny Request,Manager_Jones,2025-06-16 20:21:41,2025-06-16 20:42:41
Case-89,Close Request,System_Bot,2025-06-16 20:44:41,2025-06-16 21:07:41
Case-90,Submit Request,System_Bot,2025-05-24 19:59:41,2025-05-24 20:06:41
Case-90,Deny Request,System_Bot,2025-05-24 20:16:41,2025-05-24 20:42:41
Case-90,Close Request,Agent_Smith,2025-05-24 20:45:41,2025-05-24 21:10:41
Case-91,Submit Request,System_Bot,2025-06-20 19:59:41,2025-06-20 20:09:41
Case-91,Approve Request,System_Bot,2025-06-20 20:10:41,2025-06-20 20:31:41
Case-91,Close Request,System_Bot,2025-06-20 20:35:41,2025-06-20 20:59:41
Case-92,Submit Request,Agent_Smith,2025-06-21 20:05:41,2025-06-21 20:29:41
Case-92,Deny Request,System_Bot,2025-06-21 20:31:41,2025-06-21 20:48:41
Case-92,Close Request,Agent_Smith,2025-06-21 20:55:41,2025-06-21 21:09:41
Case-93,Submit Request,Agent_Smith,2025-05-24 20:06:41,2025-05-24 20:26:41
Case-93,Approve Request,Manager_Jones,2025-05-24 20:35:41,2025-05-24 20:57:41
Case-93,Close Request,System_Bot,2025-05-24 20:58:41,2025-05-24 21:17:41
Case-94,Submit Request,System_Bot,2025-06-01 19:59:41,2025-06-01 20:23:41
Case-94,Deny Request,Agent_Smith,2025-06-01 20:29:41,2025-06-01 20:39:41
Case-94,Close Request,Agent_Smith,2025-06-01 20:45:41,2025-06-01 20:59:41
Case-95,Submit Request,Manager_Jones,2025-05-27 20:02:41,2025-05-27 20:17:41
Case-95,Deny Request,Agent_Smith,2025-05-27 20:18:41,2025-05-27 20:28:41
Case-95,Close Request,Agent_Smith,2025-05-27 20:33:41,2025-05-27 20:51:41
Case-96,Submit Request,System_Bot,2025-05-30 20:05:41,2025-05-30 20:24:41
Case-96,Deny Request,Manager_Jones,2025-05-30 20:34:41,2025-05-30 20:40:41
Case-96,Close Request,Manager_Jones,2025-05-30 20:42:41,2025-05-30 20:53:41
Case-97,Submit Request,System_Bot,2025-05-24 20:01:41,2025-05-24 20:13:41
Case-97,Approve Request,Agent_Smith,2025-05-24 20:19:41,2025-05-24 20:25:41
Case-97,Close Request,Agent_Smith,2025-05-24 20:31:41,2025-05-24 20:55:41
Case-98,Submit Request,System_Bot,2025-06-21 20:02:41,2025-06-21 20:12:41
Case-98,Deny Request,Manager_Jones,2025-06-21 20:14:41,2025-06-21 20:26:41
Case-98,Close Request,Agent_Smith,2025-06-21 20:33:41,2025-06-21 20:49:41
Case-99,Submit Request,Agent_Smith,2025-05-24 19:59:41,2025-05-24 20:20:41
Case-99,Deny Request,System_Bot,2025-05-24 20:26:41,2025-05-24 20:32:41
Case-99,Close Request,System_Bot,2025-05-24 20:37:41,2025-05-24 21:07:41
Case-100,Submit Request,System_Bot,2025-06-14 20:01:41,2025-06-14 20:18:41
Case-100,Deny Request,System_Bot,2025-06-14 20:22:41,2025-06-14 20:27:41
Case-100,Close Request,Agent_Smith,2025-06-14 20:36:41,2025-06-14 20:49:41
